"","Gene","Quiescence_avg_log2FC","Quiescence_Up_percent","Quiescence_Down_percent","Quiescence_wilcox","Quiescence_wilcox.adj","Type","Rank"
"C5AR1","C5AR1",0.00476458623321601,0.55,0.35,0.0741697860492422,0.333367598766574,"None",8878
"FAM131B","FAM131B",0.00476349175258162,0.35,0.25,0.409936857046095,0.699254969613419,"None",8877
"SNCA","SNCA",0.00475989308669501,0.15,0.35,0.757620723683397,0.904141712697638,"None",8876
"ADAMTS17","ADAMTS17",0.00475212536438823,0.45,0.35,0.224306571197272,0.544563725937245,"None",8875
"ARHGAP44","ARHGAP44",0.0047462165064787,0.6,0.4,0.261098861694336,0.577830440082415,"None",8874
"TRUB2","TRUB2",0.00474023692572544,0.5,0.5,0.728506088256836,0.88909967574733,"None",8873
"RP11-803D5.4","RP11-803D5.4",0.00473911894090724,0.5,0.5,0.956329345703125,0.988927292090168,"None",8872
"RAC1P2","RAC1P2",0.00473551155508457,0.6,0.4,0.348810195922852,0.65378751986714,"None",8871
"LRRC26","LRRC26",0.00473269783273987,0.5,0.45,0.432616261007478,0.715990057251206,"None",8870
"RNF216","RNF216",0.00472126426820375,0.5,0.5,0.840822219848633,0.940097152167958,"None",8869
"CAMK4","CAMK4",0.00470962398959191,0.35,0.35,0.34577858615116,0.65378751986714,"None",8868
"HIVEP3","HIVEP3",0.00470694058955176,0.5,0.5,0.570596694946289,0.803352696612221,"None",8867
"CTD-2555A7.2","CTD-2555A7.2",0.00470445475071452,0.3,0.7,0.294252395629883,0.606240350300368,"None",8866
"B3GALNT1","B3GALNT1",0.00468912459989927,0.25,0.15,0.726286148878805,0.88909967574733,"None",8865
"RP11-797A18.4","RP11-797A18.4",0.00468806314278777,0.55,0.45,0.261098861694336,0.577830440082415,"None",8864
"G6PD","G6PD",0.00468720808310554,0.5,0.5,0.956329345703125,0.988927292090168,"None",8863
"FRMD8","FRMD8",0.00468715924886374,0.55,0.45,0.388376235961914,0.683430045671037,"None",8862
"LDOC1","LDOC1",0.00468132976878244,0.15,0.05,0.583882420770365,0.81598849116861,"None",8861
"SMN1","SMN1",0.00467646676071523,0.45,0.55,0.545875549316406,0.789861361906085,"None",8860
"TRIM66","TRIM66",0.00467590495082561,0.45,0.55,0.728506088256836,0.88909967574733,"None",8859
"NPIPB4","NPIPB4",0.00467481224059273,0.45,0.5,0.614945097499307,0.830811756960405,"None",8858
"PRICKLE4","PRICKLE4",0.00467198356902918,0.5,0.5,0.898317337036133,0.965651528965649,"None",8857
"RP13-580F15.2","RP13-580F15.2",0.00466753287180533,0.7,0.3,0.017181396484375,0.16646339989811,"None",8856
"TMEM18","TMEM18",0.00465472860696706,0.5,0.5,0.311794281005859,0.621872603600709,"None",8855
"TMEM158","TMEM158",0.00464701128159869,0.65,0.35,0.898317337036133,0.965651528965649,"None",8854
"GOSR1","GOSR1",0.004642827024688,0.55,0.45,0.701181411743164,0.874292500470903,"None",8853
"INTS6-AS1","INTS6-AS1",0.00464197413947978,0.55,0.45,0.202449798583984,0.517371707492404,"None",8852
"DKK1","DKK1",0.0046340708597413,0.25,0.45,0.130856172027484,0.429161299444952,"None",8851
"DCTN1","DCTN1",0.00463125219682978,0.6,0.4,0.701181411743164,0.874292500470903,"None",8850
"CYP2R1","CYP2R1",0.00462233800868254,0.4,0.6,0.132726669311523,0.429161299444952,"None",8849
"PRAF2","PRAF2",0.00461697532685221,0.4,0.6,0.498008728027344,0.758840799331665,"None",8848
"SLC2A1-AS1","SLC2A1-AS1",0.00461389064355239,0.65,0.35,0.452375411987305,0.728024711874432,"None",8847
"AC113189.5","AC113189.5",0.0046117138031899,0.55,0.45,0.728506088256836,0.88909967574733,"None",8846
"SPTLC3","SPTLC3",0.00460217742809307,0.55,0.45,0.956329345703125,0.988927292090168,"None",8845
"RP1-60O19.1","RP1-60O19.1",0.00459994944922056,0.4,0.6,0.927278518676758,0.977429263181876,"None",8844
"THAP3","THAP3",0.00459480658493847,0.55,0.45,0.756166458129883,0.902486518652746,"None",8843
"GRIN1","GRIN1",0.00458398448029666,0.7,0.2,0.0328454473601462,0.223906763422573,"None",8842
"ZNF211","ZNF211",0.0045689462129472,0.55,0.45,0.985435485839844,0.998617323883499,"None",8841
"GS1-251I9.4","GS1-251I9.4",0.0045620506160545,0.3,0.7,0.674222946166992,0.860277427457722,"None",8840
"RP11-356J5.12","RP11-356J5.12",0.00455965402707161,0.5,0.5,0.956329345703125,0.988927292090168,"None",8839
"CARKD","CARKD",0.00454196029854159,0.45,0.55,0.812355041503906,0.92705265970433,"None",8838
"COG5","COG5",0.00454011436647764,0.55,0.45,0.840822219848633,0.940097152167958,"None",8837
"CEP112","CEP112",0.0045330114260141,0.6,0.35,0.824833935330058,0.939614156727614,"None",8836
"GPRASP1","GPRASP1",0.00452808908829282,0.5,0.5,0.812355041503906,0.92705265970433,"None",8835
"ERICH1","ERICH1",0.00452450405302567,0.65,0.35,0.756166458129883,0.902486518652746,"None",8834
"AC004447.2","AC004447.2",0.00451643307806699,0.6,0.35,0.824833935330058,0.939614156727614,"None",8833
"RP11-278L15.6","RP11-278L15.6",0.00451550758634021,0.2,0.15,0.799495361869692,0.92705265970433,"None",8832
"NAIF1","NAIF1",0.00451273448512514,0.6,0.4,0.189348220825195,0.502368479035426,"None",8831
"PIWIL2","PIWIL2",0.00450865295389834,0.55,0.45,0.261098861694336,0.577830440082415,"None",8830
"ZNF19","ZNF19",0.00450745314598872,0.65,0.35,0.409097671508789,0.698509234583128,"None",8829
"SOCS2","SOCS2",0.00450663990284633,0.6,0.4,0.0893598039815349,0.356996124666145,"None",8828
"TNRC6B","TNRC6B",0.00450039846805968,0.45,0.55,0.784126281738281,0.915166621275012,"None",8827
"ADTRP","ADTRP",0.00449595591055412,0.4,0.4,0.89705691482094,0.965651528965649,"None",8826
"LRRC42","LRRC42",0.00449511251964315,0.6,0.4,0.474905014038086,0.743838492376673,"None",8825
"SULT2B1","SULT2B1",0.00449448317876467,0.65,0.35,0.756166458129883,0.902486518652746,"None",8824
"FTLP3","FTLP3",0.00449379205734757,0.65,0.25,0.295926599541194,0.608321289781982,"None",8823
"KIF5C","KIF5C",0.00448372257310913,0.25,0.3,0.449579740351411,0.728024711874432,"None",8822
"VPS33A","VPS33A",0.00448051747856697,0.45,0.55,0.869487762451172,0.951829651947732,"None",8821
"SPIN2B","SPIN2B",0.00446971658341853,0.65,0.35,0.521673202514648,0.774996230059708,"None",8820
"NARS","NARS",0.0044636882160779,0.4,0.6,0.898317337036133,0.965651528965649,"None",8819
"LINC00632","LINC00632",0.00446163073210365,0.15,0.1,0.41849223344682,0.712760365589789,"None",8818
"GYG2","GYG2",0.00444996657939626,0.25,0.15,0.441208519505878,0.728024711874432,"None",8817
"MEG3","MEG3",0.00444115418903082,0.1,0.15,0.787406490666269,0.918595235196103,"None",8816
"NTMT1","NTMT1",0.00443949910336271,0.45,0.55,0.474905014038086,0.743838492376673,"None",8815
"MARCH5","MARCH5",0.004435684384017,0.6,0.4,0.498008728027344,0.758840799331665,"None",8814
"XXyac-YM21GA2.4","XXyac-YM21GA2.4",0.00443082431378453,0.55,0.35,0.727537666179043,0.88909967574733,"None",8813
"RP11-400F19.18","RP11-400F19.18",0.00442065620369538,0.55,0.45,0.452375411987305,0.728024711874432,"None",8812
"CEP85L","CEP85L",0.00442042618825754,0.55,0.45,0.784126281738281,0.915166621275012,"None",8811
"ARNT2","ARNT2",0.00441858807883101,0.6,0.4,0.43043327331543,0.713345663315609,"None",8810
"LPAR1","LPAR1",0.00441074486481137,0.2,0.2,0.293621543928906,0.606240350300368,"None",8809
"RP11-758N13.3","RP11-758N13.3",0.00438736621626325,0.4,0.6,0.985435485839844,0.998617323883499,"None",8808
"CCDC28B","CCDC28B",0.00438351829686442,0.5,0.5,0.956329345703125,0.988927292090168,"None",8807
"MOGAT3","MOGAT3",0.00438175941556853,0.45,0.55,0.840822219848633,0.940097152167958,"None",8806
"HIF1AN","HIF1AN",0.00437731864094321,0.55,0.45,0.621513366699219,0.830811756960405,"None",8805
"FZD3","FZD3",0.00436920686549273,0.5,0.5,0.812355041503906,0.92705265970433,"None",8804
"CGNL1","CGNL1",0.00436096482174921,0.5,0.45,0.887967778448737,0.965651528965649,"None",8803
"CELSR3","CELSR3",0.00435788719242185,0.6,0.4,0.113986968994141,0.39928194024097,"None",8802
"RARA","RARA",0.00434472575393103,0.6,0.4,0.701181411743164,0.874292500470903,"None",8801
"EXOSC4","EXOSC4",0.00433938313781466,0.5,0.5,0.728506088256836,0.88909967574733,"None",8800
"C3orf38","C3orf38",0.00433921162366619,0.4,0.6,0.521673202514648,0.774996230059708,"None",8799
"VIM-AS1","VIM-AS1",0.00433526971194723,0.35,0.3,0.833935414088552,0.940097152167958,"None",8798
"ACOX2","ACOX2",0.00433116779624004,0.5,0.5,0.956329345703125,0.988927292090168,"None",8797
"ACKR4","ACKR4",0.00432976009084807,0.85,0.15,0.000261306762695312,0.0299475417177901,"Up",8796
"LDHD","LDHD",0.0043237976439696,0.5,0.45,0.432616261007478,0.715990057251206,"None",8795
"MMP16","MMP16",0.0043235010026468,0.15,0.05,0.583882420770365,0.81598849116861,"None",8794
"MIR3180-4","MIR3180-4",0.00432065615643287,0.2,0.25,0.402783694246476,0.698509234583128,"None",8793
"TNFSF13B","TNFSF13B",0.00431208575251504,0.6,0.35,0.951866309397761,0.988927292090168,"None",8792
"RP11-544A12.8","RP11-544A12.8",0.00430491785185898,0.4,0.6,0.898317337036133,0.965651528965649,"None",8791
"KRT18P15","KRT18P15",0.0042976953548372,0.65,0.35,0.925633610186998,0.977429263181876,"None",8790
"IL6R","IL6R",0.00428770332348978,0.5,0.5,0.784126281738281,0.915166621275012,"None",8789
"SUGT1P2","SUGT1P2",0.00428692169609092,0.45,0.5,0.506692871094529,0.771021868872734,"None",8788
"IFITM2","IFITM2",0.00426507411806779,0.55,0.45,0.216167449951172,0.532339639374704,"None",8787
"CNTD2","CNTD2",0.00425197222237519,0.5,0.5,0.562787032479726,0.803352696612221,"None",8786
"ANKRD42","ANKRD42",0.00424134030687859,0.55,0.45,0.898317337036133,0.965651528965649,"None",8785
"RP11-66B24.2","RP11-66B24.2",0.00423598159966145,0.35,0,0.0224942712224497,0.191733303924105,"None",8784
"RUSC1","RUSC1",0.00423373531561994,0.55,0.45,0.869487762451172,0.951829651947732,"None",8783
"RCOR1","RCOR1",0.00423256812663749,0.4,0.6,0.43043327331543,0.713345663315609,"None",8782
"EEF1B2","EEF1B2",0.00422381628497569,0.55,0.45,0.294252395629883,0.606240350300368,"None",8781
"HIST2H2BC","HIST2H2BC",0.00422323358170044,0.6,0.1,0.0326811024565179,0.223906763422573,"None",8780
"SELPLG","SELPLG",0.00422000206409498,0.65,0.35,0.113986968994141,0.39928194024097,"None",8779
"PCDHB13","PCDHB13",0.0042147042640299,0.55,0.45,0.245487213134766,0.56020048347925,"None",8778
"LY6G6C","LY6G6C",0.00420940969167609,0.5,0.5,0.756166458129883,0.902486518652746,"None",8777
"RNF13","RNF13",0.00420940765632824,0.55,0.45,0.728506088256836,0.88909967574733,"None",8776
"ZFP41","ZFP41",0.00420328960261176,0.55,0.45,0.728506088256836,0.88909967574733,"None",8775
"ZC3H10","ZC3H10",0.00420173164393615,0.55,0.45,0.956329345703125,0.988927292090168,"None",8774
"CCDC69","CCDC69",0.00419375405221861,0.65,0.35,0.674222946166992,0.860277427457722,"None",8773
"PCBP1-AS1","PCBP1-AS1",0.00419124750476885,0.45,0.55,0.956329345703125,0.988927292090168,"None",8772
"PLEKHG5","PLEKHG5",0.00418483371410317,0.65,0.35,0.164957046508789,0.473139271078972,"None",8771
"TMEM40","TMEM40",0.00416995282951921,0.6,0.15,0.0331479744288076,0.225665187180048,"None",8770
"RP11-356I2.4","RP11-356I2.4",0.00416965187654878,0.45,0.55,0.701181411743164,0.874292500470903,"None",8769
"RP11-783K16.5","RP11-783K16.5",0.00416695340270942,0.5,0.5,0.647655487060547,0.844540739666914,"None",8768
"RELL1","RELL1",0.00416490615763513,0.4,0.6,0.869487762451172,0.951829651947732,"None",8767
"SLC35G2","SLC35G2",0.00415666772694817,0.5,0.45,0.0871797612237147,0.356996124666145,"None",8766
"KIF3C","KIF3C",0.00415661616189872,0.6,0.4,0.176853179931641,0.489458057730314,"None",8765
"ADHFE1","ADHFE1",0.00415249242631263,0.5,0.4,0.631900275866177,0.842428991756768,"None",8764
"SLC35F6","SLC35F6",0.00415226141997967,0.5,0.5,0.840822219848633,0.940097152167958,"None",8763
"ARHGAP40","ARHGAP40",0.0041466989763391,0.2,0.1,0.674986713970489,0.861088083686642,"None",8762
"CCDC84","CCDC84",0.00414246936111215,0.5,0.5,0.545875549316406,0.789861361906085,"None",8761
"HTT","HTT",0.00414167083899111,0.65,0.35,0.869487762451172,0.951829651947732,"None",8760
"NAA60.1","NAA60.1",0.00414052157342777,0.55,0.45,0.570596694946289,0.803352696612221,"None",8759
"RGS20","RGS20",0.00414049694512622,0.5,0.15,0.0302259383043584,0.213878420434375,"None",8758
"HIST1H4J","HIST1H4J",0.00412017869274683,0.65,0.35,0.185030152582804,0.502368479035426,"None",8757
"STX12","STX12",0.00410505740890839,0.5,0.5,0.498008728027344,0.758840799331665,"None",8756
"RP11-767N6.2","RP11-767N6.2",0.00410102503538886,0.6,0.4,0.474905014038086,0.743838492376673,"None",8755
"RP11-480A16.1","RP11-480A16.1",0.00409612262961426,0.5,0.5,1,1,"None",8754
"CILP2","CILP2",0.0040854613172837,0.7,0.25,0.0800260557920794,0.344618183292755,"None",8753
"FAM163A","FAM163A",0.00408317418602926,0.3,0.05,0.271041279610343,0.590607558770352,"None",8752
"BASP1","BASP1",0.00408140175222088,0.1,0.15,0.177529852412153,0.490431941447208,"None",8751
"MMP2","MMP2",0.00407759286989116,0.3,0.05,0.108319380730004,0.394046276779334,"None",8750
"CLP1","CLP1",0.00407246984090824,0.55,0.45,0.43043327331543,0.713345663315609,"None",8749
"CALCOCO2","CALCOCO2",0.00407193156727965,0.45,0.55,0.985435485839844,0.998617323883499,"None",8748
"TMEM117","TMEM117",0.0040666218677236,0.55,0.4,0.365227518501531,0.667507552945894,"None",8747
"KDM7A","KDM7A",0.00406279044933838,0.5,0.5,0.756166458129883,0.902486518652746,"None",8746
"CCDC157","CCDC157",0.0040623779945738,0.6,0.4,0.812355041503906,0.92705265970433,"None",8745
"RP11-102M11.1","RP11-102M11.1",0.00405538560149122,0.5,0.5,0.595819473266602,0.81598849116861,"None",8744
"FBXL2","FBXL2",0.00403769841413135,0.4,0.4,0.392679929667452,0.690912633107317,"None",8743
"SLC25A20","SLC25A20",0.00403462426932742,0.4,0.6,0.498008728027344,0.758840799331665,"None",8742
"MXRA7","MXRA7",0.00403365659110254,0.6,0.4,0.0896949768066406,0.356996124666145,"None",8741
"CD14","CD14",0.00401810519680607,0.6,0.4,1,1,"None",8740
"RP11-187E13.1","RP11-187E13.1",0.00401680992896333,0.6,0.4,0.812355041503906,0.92705265970433,"None",8739
"PROSER1","PROSER1",0.0040156620352684,0.4,0.6,0.647655487060547,0.844540739666914,"None",8738
"KLC1","KLC1",0.00400693248892931,0.4,0.6,0.985435485839844,0.998617323883499,"None",8737
"RP11-14N7.2","RP11-14N7.2",0.00400600703766097,0.65,0.35,0.595819473266602,0.81598849116861,"None",8736
"CYP2C19","CYP2C19",0.00400238044129281,0.5,0.45,0.532789272835133,0.789062443057907,"None",8735
"HHIPL2","HHIPL2",0.00399466784484803,0.4,0.45,0.635704641411705,0.844540739666914,"None",8734
"SLC26A11","SLC26A11",0.00399418622010089,0.55,0.45,0.956329345703125,0.988927292090168,"None",8733
"UFL1","UFL1",0.00397180197544233,0.5,0.5,0.927278518676758,0.977429263181876,"None",8732
"CNDP2","CNDP2",0.00396610727786039,0.3,0.7,0.230512619018555,0.544563725937245,"None",8731
"SLC52A3","SLC52A3",0.00396146756615753,0.5,0.5,0.498008728027344,0.758840799331665,"None",8730
"LONRF2","LONRF2",0.00393417348111001,0.8,0.2,0.026641845703125,0.201830796063957,"None",8729
"LINC00476","LINC00476",0.00393350031392265,0.55,0.45,0.728506088256836,0.88909967574733,"None",8728
"BBS5","BBS5",0.00392530441644059,0.55,0.45,0.521673202514648,0.774996230059708,"None",8727
"PLD1","PLD1",0.00392069051312356,0.35,0.65,0.621513366699219,0.830811756960405,"None",8726
"ASCL2","ASCL2",0.00390903171922421,0.6,0.2,0.0744313789580051,0.333367598766574,"None",8725
"ATG4A","ATG4A",0.00390465565452718,0.4,0.5,0.485924404659121,0.758840799331665,"None",8724
"GNA13","GNA13",0.0039027788441776,0.55,0.45,1,1,"None",8723
"CCNE1","CCNE1",0.00390159836666276,0.5,0.5,0.756166458129883,0.902486518652746,"None",8722
"RP11-24B19.3","RP11-24B19.3",0.00388432379969374,0.55,0.45,0.545875549316406,0.789861361906085,"None",8721
"RP11-89K21.1","RP11-89K21.1",0.00387685654278018,0.15,0.1,0.589638551626567,0.81598849116861,"None",8720
"UBE2J1","UBE2J1",0.00387076610070761,0.6,0.4,0.521673202514648,0.774996230059708,"None",8719
"CALHM2","CALHM2",0.00386800700305783,0.45,0.05,0.15330922384914,0.459568481904812,"None",8718
"G3BP2","G3BP2",0.00386260155276526,0.5,0.5,0.784126281738281,0.915166621275012,"None",8717
"MED25","MED25",0.00385824283374948,0.55,0.45,0.728506088256836,0.88909967574733,"None",8716
"FOXRED2","FOXRED2",0.00385822192738938,0.5,0.5,0.409097671508789,0.698509234583128,"None",8715
"ESYT2","ESYT2",0.00385798629520628,0.4,0.6,0.784126281738281,0.915166621275012,"None",8714
"C11orf63","C11orf63",0.00385797307797631,0.3,0.4,0.94988281593521,0.988927292090168,"None",8713
"SZT2","SZT2",0.00385607972460841,0.55,0.45,0.728506088256836,0.88909967574733,"None",8712
"RP1-86C11.7","RP1-86C11.7",0.00385439001158954,0.5,0.5,0.647655487060547,0.844540739666914,"None",8711
"RP11-252A24.7","RP11-252A24.7",0.00385285576918156,0.6,0.4,0.368276596069336,0.667507552945894,"None",8710
"C14orf37","C14orf37",0.003850152873616,0.6,0.35,0.268440955448086,0.590607558770352,"None",8709
"USP45","USP45",0.0038406094009252,0.5,0.5,0.728506088256836,0.88909967574733,"None",8708
"GTF2F1","GTF2F1",0.0038379833459256,0.55,0.45,0.674222946166992,0.860277427457722,"None",8707
"MIAT","MIAT",0.00383649763110274,0.6,0.35,0.67262878772777,0.860277427457722,"None",8706
"FANCL","FANCL",0.00383436980762829,0.55,0.45,0.927278518676758,0.977429263181876,"None",8705
"UPK1B","UPK1B",0.00381540091592166,0.45,0.25,0.10170805988513,0.38467179372639,"None",8704
"MRAS","MRAS",0.00381134770247786,0.35,0.4,0.670128703919811,0.860277427457722,"None",8703
"FAM117A","FAM117A",0.00380714709470036,0.4,0.6,0.474905014038086,0.743838492376673,"None",8702
"L2HGDH","L2HGDH",0.00380642695423729,0.55,0.45,0.812355041503906,0.92705265970433,"None",8701
"ALKBH3","ALKBH3",0.00379637159881946,0.65,0.35,0.570596694946289,0.803352696612221,"None",8700
"RN7SL600P","RN7SL600P",0.00379419107894919,0.55,0.45,0.0440540313720703,0.25750675966351,"None",8699
"HEXDC","HEXDC",0.00378533695362065,0.45,0.55,0.956329345703125,0.988927292090168,"None",8698
"SV2A","SV2A",0.00377619727772153,0.5,0.45,0.856297076346374,0.951829651947732,"None",8697
"DNAH7","DNAH7",0.00376795809583618,0.55,0.45,0.840822219848633,0.940097152167958,"None",8696
"SLC29A3","SLC29A3",0.00376301084179592,0.65,0.35,0.985435485839844,0.998617323883499,"None",8695
"DLC1","DLC1",0.00376260093791307,0.6,0.35,0.614945097499307,0.830811756960405,"None",8694
"CCDC151","CCDC151",0.00376164017329766,0.45,0.4,1,1,"None",8693
"CEP41","CEP41",0.00376085660100712,0.45,0.55,0.756166458129883,0.902486518652746,"None",8692
"RP11-677M14.3","RP11-677M14.3",0.00375730008255451,0.6,0.4,0.840822219848633,0.940097152167958,"None",8691
"ZNF548","ZNF548",0.00375514887251286,0.55,0.45,1,1,"None",8690
"ABCC5","ABCC5",0.00374799308522224,0.65,0.35,0.132726669311523,0.429161299444952,"None",8689
"ARNTL2","ARNTL2",0.00373624933409605,0.45,0.55,0.701181411743164,0.874292500470903,"None",8688
"YAF2","YAF2",0.00372335182942807,0.45,0.55,0.927278518676758,0.977429263181876,"None",8687
"KIAA1841","KIAA1841",0.00371231111628842,0.65,0.35,0.348810195922852,0.65378751986714,"None",8686
"RARB","RARB",0.00371118588414643,0.6,0.3,0.601163403942207,0.822836989879653,"None",8685
"TRIM23","TRIM23",0.00370700974227229,0.6,0.4,0.545875549316406,0.789861361906085,"None",8684
"TNFRSF10C","TNFRSF10C",0.0037032709921581,0.5,0.5,0.105398178100586,0.38467179372639,"None",8683
"RASSF9","RASSF9",0.00369971101158116,0.55,0.45,0.595819473266602,0.81598849116861,"None",8682
"LRRC41","LRRC41",0.00368888044063341,0.5,0.5,0.728506088256836,0.88909967574733,"None",8681
"DCAF4L1","DCAF4L1",0.0036808681558867,0.5,0.45,0.856297076346374,0.951829651947732,"None",8680
"RP9","RP9",0.00367463879968973,0.45,0.55,0.647655487060547,0.844540739666914,"None",8679
"FZD10","FZD10",0.00367139109610976,0.15,0.05,0.100348246462291,0.380749755747837,"None",8678
"IKZF2","IKZF2",0.00366974645373678,0.65,0.35,0.43043327331543,0.713345663315609,"None",8677
"C7orf63","C7orf63",0.00366955456062313,0.5,0.5,0.898317337036133,0.965651528965649,"None",8676
"7SK.5","7SK.5",0.0036628112781642,0.45,0.55,0.595819473266602,0.81598849116861,"None",8675
"DAPK1","DAPK1",0.00366188789370225,0.5,0.5,0.812355041503906,0.92705265970433,"None",8674
"HDGFRP3","HDGFRP3",0.00365353479229259,0.1,0,0.371093369522698,0.672158718347947,"None",8673
"SLC31A2","SLC31A2",0.00364671079326785,0.7,0.3,0.840822219848633,0.940097152167958,"None",8672
"ACVR2A","ACVR2A",0.00364204877011889,0.55,0.45,0.545875549316406,0.789861361906085,"None",8671
"PTPRG","PTPRG",0.00364092365586251,0.55,0.45,0.521673202514648,0.774996230059708,"None",8670
"TPP1","TPP1",0.00363603395272004,0.6,0.4,0.674222946166992,0.860277427457722,"None",8669
"GPC1","GPC1",0.00362226193526546,0.55,0.45,0.985435485839844,0.998617323883499,"None",8668
